Customer_ID,Age,Gender,Item_Purchased,Category,Purchase_Amount,Location,Size,Color,Season,Review_Rating,Subscription_Status,Shipping_Type,Discount_Applied,Previous_Purchases,Payment_Method,Frequency_of_Purchases
9059,25,Male,T-shirt,Clothing,52,New Mexico,M,PapayaWhip,Spring,4.4,Yes,Free Shipping,No,73,Debit Card,Quarterly
9060,39,Male,Shirt,Clothing,64,New Jersey,S,Lavender,Fall,2.6,No,Express,Yes,57,Credit Card,Fortnightly
9061,29,Male,Hat,Accessories,15,Massachusetts,M,Ivory,Summer,4.8,Yes,2-Day Shipping,No,56,Credit Card,Monthly
9062,71,Female,Skirt,Clothing,66,New Hampshire,L,LightGray,Spring,4.4,Yes,Standard,Yes,90,Venmo,Fortnightly
9063,27,Female,Shirt,Clothing,89,Maryland,S,Blue,Winter,3.5,Yes,2-Day Shipping,No,4,Cash,Bi-Weekly
9064,57,Female,Sweater,Clothing,68,Iowa,XL,LightCyan,Winter,4.1,No,Next Day Air,No,44,PayPal,Monthly
9065,38,Female,Blouse,Clothing,83,Montana,M,LightGray,Summer,2.7,No,Next Day Air,No,2,Venmo,Annually
9066,74,Male,Gloves,Accessories,37,Alabama,S,Wheat,Fall,4.8,No,Next Day Air,No,71,PayPal,Weekly
9067,68,Female,Jewelry,Accessories,62,Iowa,L,BlueViolet,Spring,4.3,Yes,2-Day Shipping,Yes,66,Debit Card,Monthly
9068,18,Male,Hoodie,Clothing,85,Iowa,S,RoyalBlue,Winter,4.7,No,Standard,No,27,PayPal,Monthly
9069,39,Male,Pants,Clothing,73,Kansas,XL,Orchid,Fall,3.1,Yes,Standard,No,58,PayPal,Fortnightly
9070,26,Female,Handbag,Accessories,32,Alabama,XL,Plum,Spring,4.8,Yes,Store Pickup,Yes,40,Credit Card,Weekly
9071,61,Male,Backpack,Accessories,47,Arkansas,L,Crimson,Winter,4.9,No,Store Pickup,Yes,60,Debit Card,Monthly
9072,19,Female,T-shirt,Clothing,54,Louisiana,L,WhiteSmoke,Spring,3.5,No,Standard,Yes,30,PayPal,Annually
9073,44,Female,Gloves,Accessories,40,Ohio,XL,PapayaWhip,Spring,3.4,Yes,Express,No,66,Debit Card,Fortnightly
9074,59,Male,Sandals,Footwear,20,Alaska,S,SteelBlue,Fall,4.8,No,Free Shipping,No,18,PayPal,Every 3 Months
9075,25,Male,Sandals,Footwear,67,Washington,S,Linen,Summer,3.5,Yes,Free Shipping,Yes,95,Debit Card,Bi-Weekly
9076,25,Male,Hat,Accessories,45,Wyoming,L,CadetBlue,Summer,2.7,No,Standard,Yes,45,Debit Card,Quarterly
9077,23,Female,Belt,Accessories,45,New York,XL,HotPink,Spring,3.9,Yes,2-Day Shipping,Yes,68,Debit Card,Weekly
9078,53,Male,Sandals,Footwear,42,Ohio,L,LightSlateGray,Spring,4.4,Yes,2-Day Shipping,Yes,84,Venmo,Fortnightly
9079,69,Female,Jacket,Outerwear,99,Wyoming,L,DarkOrange,Winter,3.7,No,2-Day Shipping,No,99,Venmo,Bi-Weekly
9080,70,Female,Handbag,Accessories,58,Kansas,M,Orange,Summer,4.6,Yes,Store Pickup,No,35,Debit Card,Annually
9081,65,Female,Hoodie,Clothing,57,Oklahoma,M,MediumPurple,Winter,3.1,No,Express,No,42,Cash,Annually
9082,46,Female,Belt,Accessories,44,Idaho,L,YellowGreen,Spring,3,No,Next Day Air,Yes,99,Debit Card,Every 3 Months
9083,74,Male,Hat,Accessories,47,Tennessee,M,Green,Winter,4.1,No,Store Pickup,Yes,90,Venmo,Every 3 Months
9084,38,Male,Hoodie,Clothing,59,Alabama,XL,Pink,Fall,5,Yes,Express,No,9,Debit Card,Fortnightly
9085,27,Male,Gloves,Accessories,47,Colorado,S,MediumPurple,Summer,3.5,No,2-Day Shipping,No,39,Venmo,Weekly
9086,71,Male,Hat,Accessories,65,Tennessee,S,LemonChiffon,Summer,4.1,No,Express,No,73,Venmo,Weekly
9087,27,Male,Coat,Outerwear,97,New Mexico,L,Beige,Fall,3,Yes,Standard,No,52,Venmo,Every 3 Months
9088,51,Male,Coat,Outerwear,79,Connecticut,M,DarkSeaGreen,Winter,3.3,Yes,Store Pickup,Yes,45,Debit Card,Weekly
9089,37,Male,Sunglasses,Accessories,68,West Virginia,L,LightGoldenRodYellow,Winter,2.6,Yes,Express,No,57,Bank Transfer,Every 3 Months
9090,46,Male,Backpack,Accessories,31,Hawaii,L,LightSteelBlue,Fall,4.9,Yes,Next Day Air,No,62,Debit Card,Quarterly
9091,72,Male,Jacket,Outerwear,65,Texas,XL,LightCyan,Winter,2.9,Yes,Express,No,44,Cash,Fortnightly
9092,58,Male,Pants,Clothing,79,Nebraska,M,DodgerBlue,Spring,2.8,No,Store Pickup,No,61,PayPal,Monthly
9093,26,Male,Shirt,Clothing,62,Nevada,L,GreenYellow,Fall,4.4,Yes,Standard,Yes,45,Bank Transfer,Fortnightly
9094,37,Male,T-shirt,Clothing,36,Washington,XL,DodgerBlue,Spring,3.8,No,2-Day Shipping,No,43,Cash,Bi-Weekly
9095,74,Female,Gloves,Accessories,55,Mississippi,M,DarkGray,Summer,4.4,Yes,2-Day Shipping,Yes,53,PayPal,Bi-Weekly
9096,67,Male,Shorts,Clothing,39,Wisconsin,S,LightSlateGray,Spring,2.9,No,Standard,Yes,27,Venmo,Bi-Weekly
9097,56,Male,Pants,Clothing,72,Maryland,XL,Yellow,Winter,3.5,Yes,2-Day Shipping,No,95,Venmo,Monthly
9098,32,Male,Handbag,Accessories,19,Vermont,M,CornflowerBlue,Winter,2.8,Yes,Free Shipping,No,22,Credit Card,Monthly
9099,66,Female,Hoodie,Clothing,63,California,M,DeepSkyBlue,Winter,2.9,Yes,Store Pickup,Yes,93,Debit Card,Bi-Weekly
9100,18,Male,Backpack,Accessories,48,Delaware,L,AliceBlue,Summer,4.7,Yes,2-Day Shipping,Yes,26,Credit Card,Annually
9101,52,Male,Pants,Clothing,46,Kansas,XL,Coral,Spring,4.9,Yes,2-Day Shipping,No,100,Cash,Quarterly
9102,70,Male,Scarf,Accessories,46,Wyoming,L,LightPink,Winter,4.5,No,2-Day Shipping,Yes,90,Credit Card,Annually
9103,61,Female,Sneakers,Footwear,47,Idaho,M,DarkOrange,Spring,4.8,Yes,2-Day Shipping,No,75,Cash,Quarterly
9104,54,Female,Backpack,Accessories,18,Wisconsin,S,RoyalBlue,Summer,4.9,Yes,Standard,Yes,7,Credit Card,Fortnightly
9105,23,Male,Coat,Outerwear,70,Michigan,XL,DarkRed,Summer,3.1,No,Store Pickup,No,31,Venmo,Annually
9106,49,Female,Backpack,Accessories,70,North Carolina,S,White,Fall,3.3,Yes,Free Shipping,Yes,3,Venmo,Weekly
9107,61,Male,Sunglasses,Accessories,37,New Jersey,S,Teal,Summer,3.7,Yes,2-Day Shipping,Yes,10,Credit Card,Bi-Weekly
9108,26,Male,Socks,Clothing,68,Delaware,S,SkyBlue,Spring,5,No,Express,Yes,56,Cash,Annually
9109,64,Male,Shirt,Clothing,38,Texas,M,LightSeaGreen,Summer,4.6,Yes,Standard,Yes,73,Venmo,Quarterly
9110,65,Male,Sweater,Clothing,52,Colorado,S,MintCream,Summer,3.4,No,Free Shipping,Yes,86,Venmo,Weekly
9111,26,Female,Sneakers,Footwear,60,Colorado,S,MidnightBlue,Winter,2.5,No,2-Day Shipping,Yes,55,Debit Card,Monthly
9112,52,Male,Socks,Clothing,86,Idaho,S,Orange,Fall,2.9,No,Free Shipping,No,72,Venmo,Bi-Weekly
9113,70,Female,Dress,Clothing,58,Illinois,M,YellowGreen,Winter,3,No,Express,Yes,31,Cash,Bi-Weekly
9114,60,Female,Handbag,Accessories,45,Kentucky,XL,Azure,Fall,4.8,No,Next Day Air,Yes,73,Credit Card,Quarterly
9115,24,Male,Pants,Clothing,49,South Carolina,L,DarkCyan,Fall,3,Yes,Standard,Yes,31,Debit Card,Bi-Weekly
9116,75,Male,Jeans,Clothing,76,California,XL,DodgerBlue,Spring,3.5,Yes,Standard,No,21,PayPal,Every 3 Months
9117,50,Male,Sneakers,Footwear,34,Georgia,S,MediumSpringGreen,Summer,4.9,No,Next Day Air,Yes,85,Credit Card,Monthly
9118,60,Male,Socks,Clothing,77,Hawaii,L,Turquoise,Spring,4.8,Yes,Standard,No,80,PayPal,Annually
9119,55,Male,Gloves,Accessories,40,Vermont,XL,White,Winter,2.9,Yes,Standard,Yes,47,PayPal,Annually
9120,73,Female,Shoes,Footwear,52,Illinois,S,Silver,Spring,4.5,Yes,Express,No,99,Cash,Weekly
9121,18,Male,Hat,Accessories,60,Wisconsin,M,MediumVioletRed,Winter,4.6,Yes,Standard,No,10,Credit Card,Weekly
9122,43,Female,Shorts,Clothing,79,Alaska,S,MediumSpringGreen,Fall,4.7,Yes,Store Pickup,No,32,Credit Card,Bi-Weekly
9123,34,Female,Boots,Footwear,67,Missouri,XL,Plum,Winter,2.9,Yes,2-Day Shipping,Yes,97,Cash,Fortnightly
9124,30,Female,Shorts,Clothing,89,Connecticut,M,Thistle,Summer,3.7,No,Standard,Yes,35,Bank Transfer,Every 3 Months
9125,53,Female,Shirt,Clothing,49,Wyoming,XL,PaleGreen,Summer,4.3,No,Standard,Yes,34,Bank Transfer,Weekly
9126,33,Male,Sunglasses,Accessories,43,Indiana,M,FireBrick,Winter,3.8,No,Express,Yes,46,PayPal,Fortnightly
9127,37,Female,T-shirt,Clothing,62,Illinois,S,SkyBlue,Winter,2.6,No,2-Day Shipping,Yes,67,Bank Transfer,Bi-Weekly
9128,27,Female,Sneakers,Footwear,85,Wyoming,L,CornflowerBlue,Winter,4.6,No,Standard,No,84,PayPal,Quarterly
9129,61,Male,Backpack,Accessories,50,West Virginia,S,Khaki,Spring,3.9,Yes,Store Pickup,No,93,Cash,Quarterly
9130,50,Female,Dress,Clothing,77,Texas,M,Snow,Summer,4.9,No,Express,Yes,78,Cash,Weekly
9131,41,Male,Gloves,Accessories,19,Oklahoma,S,Salmon,Spring,2.6,Yes,Store Pickup,No,46,Credit Card,Weekly
9132,24,Male,Shirt,Clothing,37,Missouri,L,MediumBlue,Winter,2.8,No,2-Day Shipping,Yes,3,Debit Card,Bi-Weekly
9133,21,Female,Socks,Clothing,40,Tennessee,XL,NavajoWhite,Spring,2.5,Yes,Standard,Yes,27,Venmo,Quarterly
9134,33,Female,Shirt,Clothing,79,Illinois,XL,BlueViolet,Spring,3.9,Yes,Free Shipping,No,94,Bank Transfer,Annually
9135,54,Male,Jacket,Outerwear,66,Arizona,XL,RoyalBlue,Fall,3.1,No,Free Shipping,Yes,5,Debit Card,Annually
9136,32,Male,Sandals,Footwear,62,Illinois,M,AliceBlue,Winter,4.7,No,Next Day Air,No,11,Bank Transfer,Annually
9137,20,Male,Boots,Footwear,72,Oregon,S,MidnightBlue,Winter,2.6,Yes,Express,Yes,67,PayPal,Bi-Weekly
9138,44,Male,Hoodie,Clothing,66,Alaska,M,Navy,Fall,2.6,Yes,Store Pickup,Yes,98,PayPal,Every 3 Months
9139,39,Male,Boots,Footwear,75,Tennessee,M,MediumSlateBlue,Fall,4.5,No,Free Shipping,Yes,73,Cash,Bi-Weekly
9140,35,Male,Boots,Footwear,90,Nebraska,S,AntiqueWhite,Winter,2.8,Yes,2-Day Shipping,No,42,Debit Card,Weekly
9141,71,Female,Handbag,Accessories,35,Massachusetts,L,SandyBrown,Fall,4,Yes,Store Pickup,No,61,Cash,Quarterly
9142,61,Female,Backpack,Accessories,48,Colorado,XL,DarkSlateBlue,Spring,3.1,No,Next Day Air,Yes,48,Cash,Every 3 Months
9143,48,Female,Sandals,Footwear,63,Connecticut,M,Turquoise,Summer,2.8,No,Free Shipping,No,49,PayPal,Quarterly
9144,24,Female,Shorts,Clothing,63,Oklahoma,S,DarkOrange,Winter,3.3,No,Free Shipping,No,2,Debit Card,Every 3 Months
9145,53,Male,Pants,Clothing,90,Pennsylvania,M,DarkSlateBlue,Summer,4.5,Yes,Next Day Air,No,46,Debit Card,Every 3 Months
9146,30,Male,Pants,Clothing,89,New Mexico,M,Snow,Summer,3.2,No,Next Day Air,Yes,72,PayPal,Annually
9147,42,Female,Jeans,Clothing,60,Oklahoma,M,MediumSpringGreen,Fall,4,Yes,Standard,No,71,Credit Card,Weekly
9148,59,Male,Sweater,Clothing,84,Delaware,S,BlanchedAlmond,Spring,3.6,No,Standard,Yes,85,Bank Transfer,Quarterly
9149,21,Male,Hoodie,Clothing,40,South Dakota,M,MediumAquaMarine,Spring,3.7,Yes,2-Day Shipping,No,41,Cash,Annually
9150,19,Male,Backpack,Accessories,28,Kansas,L,Magenta,Fall,4.8,Yes,2-Day Shipping,Yes,35,Credit Card,Annually
9151,25,Male,Sunglasses,Accessories,67,Ohio,XL,Peru,Fall,4,No,2-Day Shipping,Yes,21,PayPal,Weekly
9152,56,Female,Handbag,Accessories,51,Maine,XL,Blue,Winter,2.7,No,Next Day Air,No,83,Debit Card,Every 3 Months
9153,62,Male,Coat,Outerwear,69,Connecticut,XL,Chartreuse,Winter,3.2,No,Next Day Air,Yes,83,Venmo,Bi-Weekly
9154,30,Male,Jacket,Outerwear,80,Maryland,S,DarkSlateGray,Summer,3.5,Yes,Store Pickup,Yes,65,Bank Transfer,Annually
9155,54,Male,Belt,Accessories,21,Vermont,L,LightGoldenRodYellow,Fall,3.4,Yes,Store Pickup,No,13,Bank Transfer,Quarterly
9156,43,Male,Shoes,Footwear,22,Missouri,XL,DeepSkyBlue,Spring,4.2,Yes,Standard,No,93,Cash,Weekly
9157,52,Female,T-shirt,Clothing,60,Louisiana,M,MediumSpringGreen,Winter,3.9,No,Free Shipping,Yes,19,Credit Card,Fortnightly
9158,44,Female,Shorts,Clothing,87,Nebraska,S,Crimson,Fall,4.2,No,Standard,No,33,Debit Card,Bi-Weekly
9159,54,Male,Sweater,Clothing,74,North Dakota,S,Moccasin,Summer,3.3,No,Express,No,58,Venmo,Annually
9160,53,Female,Scarf,Accessories,60,California,M,SpringGreen,Winter,3.1,No,Store Pickup,No,74,PayPal,Every 3 Months
9161,50,Male,Hat,Accessories,37,Maryland,L,Lime,Fall,4.4,Yes,Store Pickup,Yes,89,Debit Card,Every 3 Months
9162,62,Male,Shorts,Clothing,51,Nebraska,L,Beige,Fall,3,Yes,2-Day Shipping,Yes,60,Bank Transfer,Monthly
9163,38,Female,Backpack,Accessories,22,Alaska,M,LightSkyBlue,Winter,3,Yes,2-Day Shipping,Yes,31,Cash,Monthly
9164,55,Male,Shoes,Footwear,38,Massachusetts,S,GhostWhite,Fall,4.1,Yes,Express,Yes,59,Credit Card,Quarterly
9165,57,Male,Shirt,Clothing,46,Virginia,M,DarkGoldenRod,Winter,4.6,No,Express,Yes,8,Venmo,Annually
9166,38,Male,Boots,Footwear,90,Florida,XL,Violet,Spring,4,No,Standard,No,68,PayPal,Quarterly
9167,24,Female,Handbag,Accessories,15,Rhode Island,S,DarkGreen,Winter,2.9,No,Store Pickup,No,91,Venmo,Bi-Weekly
9168,35,Male,Shirt,Clothing,44,Mississippi,XL,DarkOrange,Spring,3.7,No,Store Pickup,Yes,47,Credit Card,Quarterly
9169,21,Male,Sunglasses,Accessories,58,Connecticut,S,LightGray,Fall,2.7,Yes,2-Day Shipping,Yes,95,Credit Card,Every 3 Months
9170,67,Female,Gloves,Accessories,42,Wyoming,L,MediumSeaGreen,Fall,3.7,Yes,Store Pickup,Yes,74,Debit Card,Annually
9171,30,Female,Backpack,Accessories,28,Massachusetts,M,DarkRed,Summer,4.7,Yes,Standard,Yes,86,Credit Card,Annually
9172,53,Male,Gloves,Accessories,59,Idaho,M,HotPink,Spring,3.2,Yes,Store Pickup,Yes,16,Credit Card,Quarterly
9173,57,Female,Shorts,Clothing,54,Pennsylvania,S,Cyan,Summer,4.8,Yes,Store Pickup,Yes,17,Credit Card,Fortnightly
9174,35,Male,Sandals,Footwear,21,Iowa,S,BurlyWood,Spring,5,Yes,Standard,Yes,59,Cash,Every 3 Months
9175,48,Male,Sunglasses,Accessories,56,Louisiana,M,Magenta,Winter,4.4,No,Store Pickup,No,94,Bank Transfer,Every 3 Months
9176,52,Male,Shirt,Clothing,38,Wisconsin,M,Yellow,Summer,3.5,Yes,Express,No,49,Debit Card,Monthly
9177,50,Male,T-shirt,Clothing,58,Colorado,XL,YellowGreen,Winter,3.9,Yes,2-Day Shipping,Yes,59,Bank Transfer,Weekly
9178,64,Female,Sneakers,Footwear,75,Maryland,XL,Lime,Spring,3.6,Yes,Express,No,50,Venmo,Monthly
9179,75,Female,Sneakers,Footwear,35,Connecticut,M,PaleGreen,Fall,2.5,No,Standard,No,59,Cash,Weekly
9180,29,Female,Skirt,Clothing,75,Wisconsin,M,BlueViolet,Winter,4,Yes,2-Day Shipping,No,59,Credit Card,Every 3 Months
9181,20,Female,Jacket,Outerwear,99,Maryland,XL,PeachPuff,Winter,4.1,Yes,2-Day Shipping,Yes,97,Venmo,Every 3 Months
9182,34,Female,Hoodie,Clothing,77,Colorado,L,MediumSeaGreen,Spring,3.2,No,Next Day Air,Yes,52,PayPal,Monthly
9183,51,Male,Pants,Clothing,85,Louisiana,M,CadetBlue,Winter,4,No,Free Shipping,Yes,100,Debit Card,Bi-Weekly
9184,57,Male,T-shirt,Clothing,41,Florida,XL,CornflowerBlue,Fall,4.5,Yes,Store Pickup,Yes,75,Venmo,Quarterly
9185,42,Male,Sweater,Clothing,67,Connecticut,XL,AntiqueWhite,Summer,3.1,No,Free Shipping,Yes,16,Cash,Quarterly
9186,70,Female,Blouse,Clothing,65,Connecticut,L,Silver,Spring,3.7,Yes,Store Pickup,No,30,PayPal,Quarterly
9187,25,Female,Dress,Clothing,67,Arizona,L,SeaShell,Winter,4.9,No,Store Pickup,No,37,Debit Card,Bi-Weekly
9188,38,Male,Gloves,Accessories,22,Mississippi,XL,PaleGreen,Fall,4.9,Yes,Store Pickup,Yes,32,PayPal,Annually
9189,66,Female,Scarf,Accessories,50,Ohio,M,DarkMagenta,Fall,3.4,Yes,Standard,No,2,Venmo,Quarterly
9190,49,Female,Jewelry,Accessories,26,Kentucky,L,DimGray,Spring,4.1,Yes,Next Day Air,Yes,52,Credit Card,Monthly
9191,31,Female,Backpack,Accessories,47,Pennsylvania,M,LightBlue,Winter,3,No,2-Day Shipping,No,57,Debit Card,Every 3 Months
9192,65,Female,Blouse,Clothing,69,Colorado,M,MediumSeaGreen,Winter,4.4,Yes,Store Pickup,No,37,PayPal,Bi-Weekly
9193,67,Female,Socks,Clothing,62,Hawaii,M,GhostWhite,Winter,4.1,No,Next Day Air,No,61,Cash,Bi-Weekly
9194,74,Male,Gloves,Accessories,67,Tennessee,S,DarkKhaki,Winter,2.8,Yes,2-Day Shipping,No,85,Venmo,Quarterly
9195,37,Male,Hoodie,Clothing,85,South Dakota,L,Azure,Winter,4.5,Yes,Express,Yes,57,Debit Card,Annually
9196,42,Female,Jeans,Clothing,57,New Mexico,M,IndianRed,Summer,4.4,No,2-Day Shipping,No,92,Debit Card,Fortnightly
9197,23,Female,Shirt,Clothing,66,Washington,L,DarkSalmon,Winter,3.3,Yes,Free Shipping,Yes,65,Bank Transfer,Weekly
9198,39,Female,Pants,Clothing,40,Hawaii,XL,Teal,Winter,4.8,Yes,Express,No,27,Venmo,Annually
9199,53,Male,Socks,Clothing,48,Kansas,XL,PaleTurquoise,Summer,3.5,No,Express,Yes,99,Venmo,Monthly
9200,75,Male,Shorts,Clothing,69,Alabama,XL,Turquoise,Fall,3.7,Yes,Standard,Yes,91,Venmo,Annually
9201,40,Male,Sunglasses,Accessories,48,Louisiana,L,Gold,Spring,2.5,No,2-Day Shipping,No,27,PayPal,Every 3 Months
9202,56,Male,Socks,Clothing,49,New York,S,LavenderBlush,Fall,4.4,No,Standard,No,32,Venmo,Annually
9203,34,Male,Hoodie,Clothing,79,Arkansas,S,Plum,Spring,3,No,2-Day Shipping,No,18,Venmo,Annually
9204,20,Female,Socks,Clothing,38,Indiana,XL,Orange,Summer,3.3,Yes,Standard,No,17,Cash,Fortnightly
9205,32,Female,Sneakers,Footwear,68,Illinois,L,Wheat,Summer,3.7,Yes,Store Pickup,No,49,Venmo,Annually
9206,72,Male,Jacket,Outerwear,83,Maine,M,MediumTurquoise,Summer,3.9,No,Next Day Air,No,44,Credit Card,Bi-Weekly
9207,24,Male,Sandals,Footwear,59,Florida,L,PaleGreen,Fall,2.6,Yes,Standard,No,16,Bank Transfer,Fortnightly
9208,66,Male,Jacket,Outerwear,70,Pennsylvania,S,PaleVioletRed,Spring,3.4,Yes,Express,Yes,87,Debit Card,Every 3 Months
9209,75,Male,Shoes,Footwear,92,Pennsylvania,S,LightSlateGray,Spring,2.9,No,Next Day Air,Yes,21,Bank Transfer,Quarterly
9210,34,Male,Socks,Clothing,49,Louisiana,L,LightBlue,Fall,4.4,No,Store Pickup,No,11,Credit Card,Weekly
9211,57,Male,Shorts,Clothing,51,South Carolina,M,DarkRed,Summer,3.6,No,Next Day Air,No,11,Cash,Annually
9212,68,Male,Jeans,Clothing,83,Virginia,L,PeachPuff,Spring,4.6,No,Express,No,75,Cash,Fortnightly
9213,40,Female,Shirt,Clothing,90,Kentucky,M,SpringGreen,Spring,3.8,No,Express,Yes,93,Debit Card,Weekly
9214,49,Female,Scarf,Accessories,44,Alabama,XL,DarkOrange,Spring,4.3,No,2-Day Shipping,Yes,61,Venmo,Bi-Weekly
9215,40,Male,Jacket,Outerwear,60,Montana,S,Gold,Spring,4.5,No,Standard,No,23,Venmo,Quarterly
9216,43,Male,Sunglasses,Accessories,38,West Virginia,M,LightCoral,Spring,2.9,No,2-Day Shipping,Yes,24,Cash,Every 3 Months
9217,20,Female,Handbag,Accessories,52,Vermont,M,DarkSalmon,Fall,3.7,Yes,Free Shipping,No,46,Cash,Every 3 Months
9218,44,Male,Jacket,Outerwear,82,Oregon,L,GhostWhite,Summer,3.3,Yes,Express,Yes,75,Credit Card,Weekly
9219,59,Male,Hoodie,Clothing,62,Tennessee,XL,DarkOrchid,Winter,3.2,No,Express,No,91,Cash,Monthly
9220,55,Male,Shirt,Clothing,51,Texas,L,LightBlue,Winter,4,No,Next Day Air,Yes,68,Bank Transfer,Weekly
9221,63,Male,Jewelry,Accessories,16,Florida,S,BlueViolet,Fall,4.5,Yes,2-Day Shipping,Yes,51,Cash,Quarterly
9222,24,Male,Boots,Footwear,40,Iowa,M,LightBlue,Winter,3.6,No,2-Day Shipping,Yes,45,Cash,Fortnightly
9223,42,Male,Coat,Outerwear,61,West Virginia,XL,Brown,Spring,3.3,Yes,Standard,No,72,Venmo,Bi-Weekly
9224,50,Female,Backpack,Accessories,19,Washington,XL,Cornsilk,Summer,3.2,No,Express,No,13,Bank Transfer,Bi-Weekly
9225,39,Male,Shirt,Clothing,78,Utah,XL,Orchid,Spring,4.3,Yes,2-Day Shipping,No,56,Bank Transfer,Weekly
9226,57,Female,Hat,Accessories,26,Florida,S,IndianRed,Winter,3.6,Yes,Standard,Yes,19,Debit Card,Quarterly
9227,66,Female,Shirt,Clothing,54,Louisiana,S,DarkOliveGreen,Spring,2.8,Yes,Standard,Yes,79,Credit Card,Weekly
9228,26,Male,Pants,Clothing,88,Oregon,XL,AliceBlue,Winter,3.1,No,2-Day Shipping,No,62,Bank Transfer,Every 3 Months
9229,32,Male,Sandals,Footwear,85,Tennessee,L,HoneyDew,Fall,5,No,Store Pickup,No,70,Cash,Weekly
9230,44,Female,Jewelry,Accessories,27,Virginia,M,DarkOliveGreen,Fall,3.6,Yes,2-Day Shipping,Yes,25,Bank Transfer,Bi-Weekly
9231,42,Male,Jeans,Clothing,68,Vermont,M,Aquamarine,Spring,2.7,Yes,Standard,No,47,PayPal,Every 3 Months
9232,44,Male,Hoodie,Clothing,33,Nebraska,XL,DarkMagenta,Fall,4.5,Yes,Standard,Yes,72,Venmo,Every 3 Months
9233,56,Male,Coat,Outerwear,76,Michigan,L,GreenYellow,Fall,4.6,Yes,Free Shipping,No,41,PayPal,Every 3 Months
9234,26,Male,Sunglasses,Accessories,56,New Hampshire,XL,DarkTurquoise,Fall,3.2,No,Standard,No,55,Credit Card,Bi-Weekly
9235,50,Male,Shoes,Footwear,72,Georgia,M,DarkRed,Summer,4,Yes,Store Pickup,Yes,33,Bank Transfer,Fortnightly
9236,23,Female,Handbag,Accessories,21,Mississippi,M,MediumOrchid,Fall,3.5,Yes,2-Day Shipping,No,16,Cash,Bi-Weekly
9237,47,Male,Sneakers,Footwear,52,Nebraska,XL,OldLace,Summer,4.4,Yes,Store Pickup,No,83,Debit Card,Weekly
9238,46,Male,Hoodie,Clothing,32,Texas,M,Tomato,Summer,3.7,No,2-Day Shipping,No,83,Credit Card,Fortnightly
9239,67,Male,Shorts,Clothing,66,Utah,L,LightSalmon,Summer,3.3,Yes,Standard,No,12,Venmo,Quarterly
9240,70,Male,Shoes,Footwear,93,New Hampshire,L,Green,Summer,2.8,Yes,Free Shipping,No,36,Bank Transfer,Weekly
9241,24,Male,Pants,Clothing,38,South Dakota,M,DarkViolet,Spring,2.9,No,Free Shipping,No,21,Debit Card,Monthly
9242,22,Male,Belt,Accessories,60,Indiana,M,Orange,Winter,4.5,No,2-Day Shipping,Yes,6,Debit Card,Monthly
9243,42,Male,Sunglasses,Accessories,34,Minnesota,XL,Gold,Spring,4.7,Yes,Next Day Air,No,44,Credit Card,Bi-Weekly
9244,37,Male,Shorts,Clothing,57,Texas,M,LemonChiffon,Winter,4.2,Yes,Free Shipping,Yes,18,Venmo,Annually
9245,39,Male,Sandals,Footwear,44,New York,M,SlateGray,Fall,4.5,No,Express,Yes,19,Debit Card,Fortnightly
9246,75,Male,Backpack,Accessories,15,Louisiana,L,PowderBlue,Winter,4.8,Yes,Free Shipping,Yes,18,Debit Card,Weekly
9247,48,Male,Shirt,Clothing,81,Arkansas,XL,LightCoral,Spring,3,No,2-Day Shipping,No,31,PayPal,Fortnightly
9248,52,Male,Jacket,Outerwear,72,Alabama,L,Plum,Spring,4.7,No,Store Pickup,Yes,73,PayPal,Every 3 Months
9249,24,Male,Sunglasses,Accessories,61,New Jersey,M,DimGray,Spring,2.5,Yes,Next Day Air,Yes,32,Cash,Quarterly
9250,22,Female,Pants,Clothing,52,Arkansas,XL,Chocolate,Summer,4.7,No,Free Shipping,Yes,56,Credit Card,Quarterly
9251,62,Male,Backpack,Accessories,41,West Virginia,M,Salmon,Fall,4.1,No,Standard,Yes,35,Venmo,Fortnightly
9252,59,Female,Jewelry,Accessories,18,North Dakota,M,LightSteelBlue,Summer,3.2,Yes,Standard,No,29,Credit Card,Every 3 Months
9253,43,Male,Belt,Accessories,63,Indiana,S,PaleVioletRed,Spring,4.8,Yes,Standard,Yes,61,PayPal,Weekly
9254,25,Female,Blouse,Clothing,74,Delaware,L,LightSlateGray,Spring,3.9,Yes,Free Shipping,Yes,58,Credit Card,Monthly
9255,44,Female,Blouse,Clothing,58,Georgia,S,LightSkyBlue,Summer,3.2,Yes,2-Day Shipping,Yes,59,PayPal,Fortnightly
9256,24,Female,Boots,Footwear,52,Louisiana,S,Fuchsia,Fall,4.5,No,Free Shipping,No,91,Debit Card,Annually
9257,40,Male,Boots,Footwear,73,Nevada,L,Aquamarine,Spring,2.6,Yes,2-Day Shipping,Yes,49,Venmo,Every 3 Months
9258,47,Male,Sweater,Clothing,60,New Mexico,M,Wheat,Winter,4,No,Express,No,35,Bank Transfer,Every 3 Months
9259,55,Female,Shoes,Footwear,28,California,S,SaddleBrown,Fall,3.1,No,Store Pickup,Yes,58,Bank Transfer,Fortnightly
9260,27,Male,Shorts,Clothing,67,Minnesota,L,LimeGreen,Fall,3.7,No,Express,No,27,Bank Transfer,Monthly
9261,36,Male,Hat,Accessories,68,Tennessee,L,Ivory,Spring,4.1,Yes,Next Day Air,No,41,Credit Card,Every 3 Months
